Navn;Stasjon;Tid(norsk normaltid);Maksimumstemperatur (døgn);Minimumstemperatur (døgn);Middeltemperatur (døgn)
Vigra;SN60990;05.09.2015;13,1;9,3;10,4
Vigra;SN60990;06.09.2015;13,9;7,3;10,5
Vigra;SN60990;07.09.2015;14,7;10,3;12,6
Vigra;SN60990;08.09.2015;14,5;11,1;12,4
Vigra;SN60990;09.09.2015;18,6;8,6;12,7
Vigra;SN60990;10.09.2015;15;6,5;11,7
Vigra;SN60990;11.09.2015;19,1;8,1;13,5
Vigra;SN60990;12.09.2015;21;8,9;15,4
Vigra;SN60990;13.09.2015;18,1;13,7;15,8
Vigra;SN60990;14.09.2015;20,2;13,2;17,5
Vigra;SN60990;15.09.2015;20,3;14,9;17,2
Vigra;SN60990;16.09.2015;15,7;10,5;12,6
Vigra;SN60990;17.09.2015;16,9;8,2;12,9
Vigra;SN60990;18.09.2015;14,3;11;12,8
Vigra;SN60990;19.09.2015;12,8;10,2;11,2
Vigra;SN60990;20.09.2015;11,6;9,2;10
Vigra;SN60990;21.09.2015;14,4;6,9;9,8
Vigra;SN60990;22.09.2015;14,1;6;10,7
Vigra;SN60990;23.09.2015;14,8;7,5;11,5
Vigra;SN60990;24.09.2015;16,2;11,2;12,6
Vigra;SN60990;25.09.2015;11,9;9,6;-
Vigra;SN60990;26.09.2015;11,8;8,7;-
Vigra;SN60990;27.09.2015;12,8;9,9;-
Vigra;SN60990;28.09.2015;13,9;10,6;-
Vigra;SN60990;29.09.2015;16,9;11,4;-
Vigra;SN60990;30.09.2015;14,4;11,7;12,4
Vigra;SN60990;01.10.2015;12,9;11,2;12,3
Vigra;SN60990;02.10.2015;13,3;9,4;11,3
Vigra;SN60990;03.10.2015;12,7;9,6;11,2
Vigra;SN60990;04.10.2015;11,8;8,9;10,2
Vigra;SN60990;05.10.2015;13,6;5,8;9,9
Vigra;SN60990;06.10.2015;16,9;6,8;13,6
Vigra;SN60990;07.10.2015;16,4;10,8;13,2
Vigra;SN60990;08.10.2015;14,1;10,1;12,1
Vigra;SN60990;09.10.2015;14,5;10;11,4
Vigra;SN60990;10.10.2015;14,5;6,8;10,8
Vigra;SN60990;11.10.2015;14,5;7,5;10,1
Vigra;SN60990;12.10.2015;13,9;5,4;9,6
Vigra;SN60990;13.10.2015;11,8;4,3;10,7
Vigra;SN60990;14.10.2015;12,8;10,2;11,2
Vigra;SN60990;15.10.2015;12,2;10,3;-
Vigra;SN60990;16.10.2015;12,6;9,7;11,2
Vigra;SN60990;17.10.2015;11,9;9,5;10,6
Vigra;SN60990;18.10.2015;11,5;9,2;10,1
Vigra;SN60990;19.10.2015;10,8;6,9;8,7
Vigra;SN60990;20.10.2015;11,1;6,5;9
Vigra;SN60990;21.10.2015;11,9;8,4;10,6
Vigra;SN60990;22.10.2015;12,4;10;11
Vigra;SN60990;23.10.2015;13;8,8;11
Vigra;SN60990;24.10.2015;13,9;7,5;11,1
Vigra;SN60990;25.10.2015;9;5,7;7,4
Vigra;SN60990;26.10.2015;11,1;6,9;9,9
Vigra;SN60990;27.10.2015;12,2;8,7;10,3
Vigra;SN60990;28.10.2015;12,4;5,6;8,6
Vigra;SN60990;29.10.2015;12,3;3,8;8,2
Vigra;SN60990;30.10.2015;12,5;6,6;10,6
Vigra;SN60990;31.10.2015;17,8;9,6;14,1
Vigra;SN60990;01.11.2015;13,3;10,4;11,6
Vigra;SN60990;02.11.2015;13,4;11,2;12,6
Vigra;SN60990;03.11.2015;13,8;11,5;12,2
Vigra;SN60990;04.11.2015;12,1;5,7;8,1
Vigra;SN60990;05.11.2015;10,5;4,1;8,8
Vigra;SN60990;06.11.2015;14,4;8,3;12
Vigra;SN60990;07.11.2015;14,5;10;11
Vigra;SN60990;08.11.2015;11,4;7,6;9,9
Vigra;SN60990;09.11.2015;11,8;7,3;8,9
Vigra;SN60990;10.11.2015;10,3;6,5;7,9
Vigra;SN60990;11.11.2015;9,6;6;8
Vigra;SN60990;12.11.2015;9;6,2;7,7
Vigra;SN60990;13.11.2015;10,9;6,4;8
Vigra;SN60990;14.11.2015;8,5;5,6;7
Vigra;SN60990;15.11.2015;8,6;3,9;5,9
Vigra;SN60990;16.11.2015;10,2;4,1;6,9
Vigra;SN60990;17.11.2015;9,7;5,4;7,8
Vigra;SN60990;18.11.2015;7,7;2,5;4,5
Vigra;SN60990;19.11.2015;5,4;3;4,1
Vigra;SN60990;20.11.2015;4;0;1,1
Vigra;SN60990;21.11.2015;1,7;-0,6;0,2
Vigra;SN60990;22.11.2015;3,5;-2,5;1,4
Vigra;SN60990;23.11.2015;7,5;2,7;5,9
Vigra;SN60990;24.11.2015;8,6;6,1;7,1
Vigra;SN60990;25.11.2015;7,5;2,8;4,5
Vigra;SN60990;26.11.2015;10;3,1;6,8
Vigra;SN60990;27.11.2015;10,9;6,6;8,8
Vigra;SN60990;28.11.2015;6,7;2,1;4,1
Vigra;SN60990;29.11.2015;6,3;2,9;4,4
Vigra;SN60990;30.11.2015;6;1,8;3,4
Vigra;SN60990;01.12.2015;6,3;0,9;4,6
Vigra;SN60990;02.12.2015;10,5;2,5;6,6
Vigra;SN60990;03.12.2015;7,2;2,9;5,6
Vigra;SN60990;04.12.2015;6,7;4,5;6
Vigra;SN60990;05.12.2015;10,4;3,3;7
Vigra;SN60990;06.12.2015;7,6;3,1;6,2
Vigra;SN60990;07.12.2015;7,2;3;4,3
Vigra;SN60990;08.12.2015;13;2,9;9,8
Vigra;SN60990;09.12.2015;11,9;4,8;7,2
Vigra;SN60990;10.12.2015;9,5;3,1;6,9
Vigra;SN60990;11.12.2015;7,1;3,5;5,2
Vigra;SN60990;12.12.2015;5,8;2,3;3,8
Vigra;SN60990;13.12.2015;4,4;1,2;2,5
Vigra;SN60990;14.12.2015;5,2;0,8;-
Vigra;SN60990;15.12.2015;6,1;3,8;5,1
Vigra;SN60990;16.12.2015;5,7;1,4;2,9
Vigra;SN60990;17.12.2015;10,6;1,3;8,6
Vigra;SN60990;18.12.2015;13,2;8,1;8,9
Vigra;SN60990;19.12.2015;13,7;5,3;8,7
Vigra;SN60990;20.12.2015;12,2;7,3;9
Vigra;SN60990;21.12.2015;8,9;6,4;7,6
Vigra;SN60990;22.12.2015;8,6;6;7,4
Vigra;SN60990;23.12.2015;8,8;4,7;6,9
Vigra;SN60990;24.12.2015;10,8;5,9;8
Vigra;SN60990;25.12.2015;7,9;1,9;4,7
Vigra;SN60990;26.12.2015;3,3;-1,6;0
Vigra;SN60990;27.12.2015;1,1;-3,8;-1
Vigra;SN60990;28.12.2015;5,7;-3;2,5
Vigra;SN60990;29.12.2015;9,6;5,3;-
Vigra;SN60990;30.12.2015;10,2;7,1;-
Vigra;SN60990;31.12.2015;13,3;8,2;-
Vigra;SN60990;01.01.2016;9,8;6,6;-
Vigra;SN60990;02.01.2016;7,6;6,3;-
Vigra;SN60990;03.01.2016;6,3;0,8;-
Vigra;SN60990;04.01.2016;1,2;-0,4;-
Vigra;SN60990;05.01.2016;0,7;-0,6;-
Vigra;SN60990;06.01.2016;1,2;-1;-
Vigra;SN60990;07.01.2016;1,2;-1,2;-
Vigra;SN60990;08.01.2016;-1;-5,7;-4,3
Vigra;SN60990;09.01.2016;-3,7;-11,9;-6
Vigra;SN60990;10.01.2016;2,4;-5,8;-0,8
Vigra;SN60990;11.01.2016;4,6;0,5;3,3
Vigra;SN60990;12.01.2016;3;0,3;1,3
Vigra;SN60990;13.01.2016;2;-1,1;1,5
Vigra;SN60990;14.01.2016;1,7;-1,3;0,5
Vigra;SN60990;15.01.2016;0,7;-3,8;-2,3
Vigra;SN60990;16.01.2016;-0,8;-5,5;-2,1
Vigra;SN60990;17.01.2016;2,6;-1,5;1,2
Vigra;SN60990;18.01.2016;2,9;-1,2;0,7
Vigra;SN60990;19.01.2016;1,9;-5,3;-0,9
Vigra;SN60990;20.01.2016;1,1;-4;-0,3
Vigra;SN60990;21.01.2016;1,6;-1;0,6
Vigra;SN60990;22.01.2016;6,7;-2,4;2,4
Vigra;SN60990;23.01.2016;7,6;4,1;6,4
Vigra;SN60990;24.01.2016;7,9;4,4;6,3
Vigra;SN60990;25.01.2016;14,1;4,4;9,6
Vigra;SN60990;26.01.2016;13,1;3,6;5,9
Vigra;SN60990;27.01.2016;8;2,1;4,7
Vigra;SN60990;28.01.2016;5,4;1,5;3,7
Vigra;SN60990;29.01.2016;8,7;1,8;6,3
Vigra;SN60990;30.01.2016;6,2;0,4;2,4
Vigra;SN60990;31.01.2016;3;0;1,8
Vigra;SN60990;01.02.2016;4,6;0,7;3
Vigra;SN60990;02.02.2016;5,9;2,1;3,5
Vigra;SN60990;03.02.2016;4,1;0,2;2,4
Vigra;SN60990;04.02.2016;4,4;0,8;2,4
Vigra;SN60990;05.02.2016;4,6;0,4;3,3
Vigra;SN60990;06.02.2016;8;2,8;4,9
Vigra;SN60990;07.02.2016;6,7;2,4;4,8
Vigra;SN60990;08.02.2016;8,1;2,8;5,5
Vigra;SN60990;09.02.2016;5,1;0,4;3,5
Vigra;SN60990;10.02.2016;4,7;1,7;2,9
Vigra;SN60990;11.02.2016;2,7;-2;0,5
Vigra;SN60990;12.02.2016;2,5;-3,8;-0,9
Vigra;SN60990;13.02.2016;0,7;-7,8;-2,6
Vigra;SN60990;14.02.2016;0,5;-6,8;-2
Vigra;SN60990;15.02.2016;3,6;-3,6;0,5
Vigra;SN60990;16.02.2016;5,8;-2,2;3,4
Vigra;SN60990;17.02.2016;6,7;5,1;6,1
Vigra;SN60990;18.02.2016;6,3;2,8;3,6
Vigra;SN60990;19.02.2016;6,6;2,7;5,1
Vigra;SN60990;20.02.2016;7;1,2;4,3
Vigra;SN60990;21.02.2016;5;0,9;3,2
Vigra;SN60990;22.02.2016;4;0,7;2,7
Vigra;SN60990;23.02.2016;5,4;-0,6;2,8
Vigra;SN60990;24.02.2016;4,4;1;3,1
Vigra;SN60990;25.02.2016;4,1;1;2,9
Vigra;SN60990;26.02.2016;4,1;1,3;3
Vigra;SN60990;27.02.2016;4,8;0,7;2,5
Vigra;SN60990;28.02.2016;4,5;1,3;2,4
Vigra;SN60990;29.02.2016;4,7;1;3,9
Vigra;SN60990;01.03.2016;6,4;2,8;4,7
Vigra;SN60990;02.03.2016;6,3;2,3;4,2
Vigra;SN60990;03.03.2016;4;-0,4;2,3
Vigra;SN60990;04.03.2016;6,1;1,7;4
Vigra;SN60990;05.03.2016;5,9;1,2;3,4
Vigra;SN60990;06.03.2016;4,5;0,4;1,6
Vigra;SN60990;07.03.2016;5,1;-2,8;1,4
Vigra;SN60990;08.03.2016;4,4;-3;1,3
Vigra;SN60990;09.03.2016;7,7;-1,4;4,7
Vigra;SN60990;10.03.2016;8,6;4,1;5,8
Vigra;SN60990;11.03.2016;7,6;2,9;5,6
Vigra;SN60990;12.03.2016;8,2;-1,3;4,9
Vigra;SN60990;13.03.2016;9,1;6,4;8,5
Vigra;SN60990;14.03.2016;9,7;7;7,6
Vigra;SN60990;15.03.2016;7,8;5,2;6,1
Vigra;SN60990;16.03.2016;9,2;2;5,5
Vigra;SN60990;17.03.2016;6,7;3,1;5,5
Vigra;SN60990;18.03.2016;7;3,3;5,1
Vigra;SN60990;19.03.2016;6,4;3,6;5,6
Vigra;SN60990;20.03.2016;7;3,9;5,2
Vigra;SN60990;21.03.2016;5,7;3;4,5
Vigra;SN60990;22.03.2016;6,2;3,1;4
Vigra;SN60990;23.03.2016;5,8;-0,2;2,7
Vigra;SN60990;24.03.2016;6,4;-0,4;4,6
Vigra;SN60990;25.03.2016;8,1;3,9;6,3
Vigra;SN60990;26.03.2016;11,7;5,6;8,3
Vigra;SN60990;27.03.2016;12,5;5,7;8,4
Vigra;SN60990;28.03.2016;10,2;4,8;8
Vigra;SN60990;29.03.2016;10,1;3,9;6,6
Vigra;SN60990;30.03.2016;8,6;2,8;4,6
Vigra;SN60990;31.03.2016;5;-0,5;2,6
Vigra;SN60990;01.04.2016;7,7;0,8;5,5
Vigra;SN60990;02.04.2016;8,5;5,7;7,1
Vigra;SN60990;03.04.2016;8,5;3,6;6,6
Vigra;SN60990;04.04.2016;10,4;5,2;7
Vigra;SN60990;05.04.2016;8,2;5,9;6,6
Vigra;SN60990;06.04.2016;10,9;3,7;6,7
Vigra;SN60990;07.04.2016;8,4;3,8;5,5
Vigra;SN60990;08.04.2016;7;1,1;3,8
Vigra;SN60990;09.04.2016;7,5;1,2;3,7
Vigra;SN60990;10.04.2016;9,2;-1,7;4,4
Vigra;SN60990;11.04.2016;9,6;-1,3;4,5
Vigra;SN60990;12.04.2016;9,1;-0,8;4,7
Vigra;SN60990;13.04.2016;7,9;3,2;5,1
Vigra;SN60990;14.04.2016;6,7;-1,4;3,6
Vigra;SN60990;15.04.2016;5,2;0,6;2,7
Vigra;SN60990;16.04.2016;7,8;1,9;4,6
Vigra;SN60990;17.04.2016;8;2,7;5,6
Vigra;SN60990;18.04.2016;7;2,9;5,1
Vigra;SN60990;19.04.2016;8,6;2,6;6
Vigra;SN60990;20.04.2016;7,7;4,1;6,1
Vigra;SN60990;21.04.2016;7,4;3;5,3
Vigra;SN60990;22.04.2016;5,9;1,3;2,7
Vigra;SN60990;23.04.2016;6,9;-0,2;2
Vigra;SN60990;24.04.2016;3,9;-4,6;1,1
Vigra;SN60990;25.04.2016;7,9;-1,6;3,8
Vigra;SN60990;26.04.2016;7,3;2,6;4,7
Vigra;SN60990;27.04.2016;8,4;-1,8;4,4
Vigra;SN60990;28.04.2016;11,2;-1,3;6,5
Vigra;SN60990;29.04.2016;8,3;3,9;6
Vigra;SN60990;30.04.2016;13,3;2,9;7,9
Vigra;SN60990;01.05.2016;11,6;2,7;8,9
Vigra;SN60990;02.05.2016;14,8;8,4;11,4
Vigra;SN60990;03.05.2016;11,3;6,5;8,6
Vigra;SN60990;04.05.2016;13,3;7,4;10,1
Vigra;SN60990;05.05.2016;15,7;9,5;12,5
Vigra;SN60990;06.05.2016;14,4;9,8;11,2
Vigra;SN60990;07.05.2016;11,4;8,1;9,4
Vigra;SN60990;08.05.2016;13;7,7;9,6
Vigra;SN60990;09.05.2016;21,5;7;14,9
Vigra;SN60990;10.05.2016;17;7,1;8,5
Vigra;SN60990;11.05.2016;15;5,4;8,8
Vigra;SN60990;12.05.2016;9,4;2;5,9
Vigra;SN60990;13.05.2016;6,1;3,1;4,4
Vigra;SN60990;14.05.2016;8,5;3;5,7
Vigra;SN60990;15.05.2016;9,8;4,6;7
Vigra;SN60990;16.05.2016;10,1;0,8;6,6
Vigra;SN60990;17.05.2016;8,7;4,3;6
Vigra;SN60990;18.05.2016;7,7;3,7;5,6
Vigra;SN60990;19.05.2016;9,1;4,8;6,6
Vigra;SN60990;20.05.2016;12,1;6;8,9
Vigra;SN60990;21.05.2016;16,9;8,8;12,3
Vigra;SN60990;22.05.2016;13,9;9,4;10,9
Vigra;SN60990;23.05.2016;11;7,7;8,4
Vigra;SN60990;24.05.2016;11,5;6,8;8,8
Vigra;SN60990;25.05.2016;12,6;7,8;9,9
Vigra;SN60990;26.05.2016;13;6,3;9,6
Vigra;SN60990;27.05.2016;17,3;4;11,4
Vigra;SN60990;28.05.2016;18;5,2;11,8
Vigra;SN60990;29.05.2016;18,2;8,1;13,5
Vigra;SN60990;30.05.2016;17,6;6,5;13,2
Vigra;SN60990;31.05.2016;13,6;10,6;11,2
Vigra;SN60990;01.06.2016;12,2;9,6;10,5
Vigra;SN60990;02.06.2016;13;9,2;10,8
Vigra;SN60990;03.06.2016;13,5;8,6;10,2
Vigra;SN60990;04.06.2016;12,5;7,1;9,6
Vigra;SN60990;05.06.2016;13,9;7,2;10,3
Vigra;SN60990;06.06.2016;15;7,6;11,2
Vigra;SN60990;07.06.2016;14,7;5,7;9,8
Vigra;SN60990;08.06.2016;12,1;5,9;8,7
Vigra;SN60990;09.06.2016;11;5,9;7,9
Vigra;SN60990;10.06.2016;12,4;3,7;9
Vigra;SN60990;11.06.2016;13,8;6,7;10,4
Vigra;SN60990;12.06.2016;14,2;7,7;11,1
Vigra;SN60990;13.06.2016;15,3;4;11,2
Vigra;SN60990;14.06.2016;14,5;8,3;11,2
Vigra;SN60990;15.06.2016;14,3;8,3;10,8
Vigra;SN60990;16.06.2016;14,7;8,6;11,4
Vigra;SN60990;17.06.2016;12,3;9,4;10,1
Vigra;SN60990;18.06.2016;11,6;8,5;9,2
Vigra;SN60990;19.06.2016;12;7,5;9,6
Vigra;SN60990;20.06.2016;16,6;5,1;12
Vigra;SN60990;21.06.2016;14,5;10,8;11,7
Vigra;SN60990;22.06.2016;18,1;9,2;14,1
Vigra;SN60990;23.06.2016;16,9;8,7;13,1
Vigra;SN60990;24.06.2016;14,4;10,9;11,9
Vigra;SN60990;25.06.2016;12,8;9,7;10,7
Vigra;SN60990;26.06.2016;13,8;9,9;12,1
Vigra;SN60990;27.06.2016;15,6;11,5;12,6
Vigra;SN60990;28.06.2016;15,1;10,3;12,5
Vigra;SN60990;29.06.2016;19,1;7,9;13,3
Vigra;SN60990;30.06.2016;22,1;10,7;14,2
Vigra;SN60990;01.07.2016;19;10,8;14,2
Vigra;SN60990;02.07.2016;15,8;11,2;13,1
Vigra;SN60990;03.07.2016;14,1;10,5;12,1
Vigra;SN60990;04.07.2016;16;8,9;12,9
Vigra;SN60990;05.07.2016;15,6;9,6;12,5
Vigra;SN60990;06.07.2016;13,4;9,7;10,9
Vigra;SN60990;07.07.2016;16,6;9,2;12,2
Vigra;SN60990;08.07.2016;18,5;9,7;14,4
Vigra;SN60990;09.07.2016;16,2;12,1;13,1
Vigra;SN60990;10.07.2016;16,7;9,2;13,4
Vigra;SN60990;11.07.2016;18,8;13;14,8
Vigra;SN60990;12.07.2016;17,6;11,9;14,3
Vigra;SN60990;13.07.2016;14,8;12,5;13,4
Vigra;SN60990;14.07.2016;14,2;11,7;12,9
Vigra;SN60990;15.07.2016;15,5;11,3;12,9
Vigra;SN60990;16.07.2016;15,6;11,6;12,9
Vigra;SN60990;17.07.2016;14,8;11,5;12,9
Vigra;SN60990;18.07.2016;17;11,7;13,5
Vigra;SN60990;19.07.2016;16,6;10,2;14
Vigra;SN60990;20.07.2016;20,1;13,8;17,1
Vigra;SN60990;21.07.2016;27,8;14,6;20,1
Vigra;SN60990;22.07.2016;19,3;14,9;16,3
Vigra;SN60990;23.07.2016;19,7;14,7;16,8
Vigra;SN60990;24.07.2016;20,2;13,9;17
Vigra;SN60990;25.07.2016;21,7;13,9;17,3
Vigra;SN60990;26.07.2016;19,5;14,6;15,8
Vigra;SN60990;27.07.2016;18,3;12,4;15,1
Vigra;SN60990;28.07.2016;19,3;13,4;15,4
Vigra;SN60990;29.07.2016;16,7;11,9;14,2
Vigra;SN60990;30.07.2016;18,2;11;14,4
Vigra;SN60990;31.07.2016;17,1;12,9;14,5
Vigra;SN60990;01.08.2016;18,7;10,3;14,8
Vigra;SN60990;02.08.2016;15;11,9;13
Vigra;SN60990;03.08.2016;16,9;6,5;13,5
Vigra;SN60990;04.08.2016;18,7;10,3;15,7
Vigra;SN60990;05.08.2016;16,5;13,8;14,5
Vigra;SN60990;06.08.2016;18,2;12,9;14,3
Vigra;SN60990;07.08.2016;17,9;9,6;14,3
Vigra;SN60990;08.08.2016;18,6;12,9;15,2
Vigra;SN60990;09.08.2016;14,1;10,3;11,4
Vigra;SN60990;10.08.2016;12,2;8,5;9,7
Vigra;SN60990;11.08.2016;13,6;7,3;10,3
Vigra;SN60990;12.08.2016;13;8,5;11,6
Vigra;SN60990;13.08.2016;13,4;11,9;12,2
Vigra;SN60990;14.08.2016;17,4;7,4;13,2
Vigra;SN60990;15.08.2016;15;11,9;13,1
Vigra;SN60990;16.08.2016;19,3;11,6;15,2
Vigra;SN60990;17.08.2016;20,2;13,6;16,6
Vigra;SN60990;18.08.2016;18;13;13,7
Vigra;SN60990;19.08.2016;15;12,7;13,7
Vigra;SN60990;20.08.2016;17,6;13,2;15,1
Vigra;SN60990;21.08.2016;18,2;13;14,9
Vigra;SN60990;22.08.2016;16;12,6;14
Vigra;SN60990;23.08.2016;18,3;13,3;15
Vigra;SN60990;24.08.2016;16,4;12,4;14,7
Vigra;SN60990;25.08.2016;14,9;12,9;13,5
Vigra;SN60990;26.08.2016;13,8;12,7;13,1
Vigra;SN60990;27.08.2016;15,5;11,5;12,6
Vigra;SN60990;28.08.2016;16,6;7,2;12,8
Vigra;SN60990;29.08.2016;15,8;11,9;13,3
Vigra;SN60990;30.08.2016;14,8;11,3;13,5
Vigra;SN60990;31.08.2016;19,7;12,8;16,2
Vigra;SN60990;01.09.2016;15,1;12,1;13,1
Vigra;SN60990;02.09.2016;13,9;10,5;11,9
Vigra;SN60990;03.09.2016;14,4;11,2;12,3
Vigra;SN60990;04.09.2016;15,8;10,7;12,3
Vigra;SN60990;05.09.2016;17,5;8,8;13,6
Vigra;SN60990;06.09.2016;19,7;13,7;16,8
Vigra;SN60990;07.09.2016;15,5;12,4;13,9
Vigra;SN60990;08.09.2016;18,5;10,4;14,8
Vigra;SN60990;09.09.2016;18,2;14,2;15,1
Vigra;SN60990;10.09.2016;19,1;13,3;15,3
Vigra;SN60990;11.09.2016;16,7;10,7;13,6
Vigra;SN60990;12.09.2016;19,9;11,6;16
Vigra;SN60990;13.09.2016;24,1;13,6;18,3
Vigra;SN60990;14.09.2016;19;12,3;13,5
Vigra;SN60990;15.09.2016;17,9;12;15,2
Vigra;SN60990;16.09.2016;24,6;12,4;17,6
Vigra;SN60990;17.09.2016;18,1;12,7;15,7
Vigra;SN60990;18.09.2016;20,4;14,4;16
Vigra;SN60990;19.09.2016;16,5;10,5;14,2
Vigra;SN60990;20.09.2016;17,8;12,9;14
Vigra;SN60990;21.09.2016;18,2;10,5;14,4
Vigra;SN60990;22.09.2016;17,1;10,6;14,5
Vigra;SN60990;23.09.2016;16;12,4;13,7
Vigra;SN60990;24.09.2016;17,8;11,2;14,8
Vigra;SN60990;25.09.2016;22,9;16,7;19,3
Vigra;SN60990;26.09.2016;20,1;11,8;14,2
Vigra;SN60990;27.09.2016;15,9;9;13,7
Vigra;SN60990;28.09.2016;14,4;8,8;10,7
Vigra;SN60990;29.09.2016;13,5;8,7;10,5
Vigra;SN60990;30.09.2016;10,5;7,6;9,1
Vigra;SN60990;01.10.2016;10,3;7,7;9,1
Vigra;SN60990;02.10.2016;11,5;6,7;8,7
Vigra;SN60990;03.10.2016;14;3;8,7
Vigra;SN60990;04.10.2016;15,2;5,2;9,6
Vigra;SN60990;05.10.2016;14,8;2,9;8,9
Vigra;SN60990;06.10.2016;13,1;3,3;8,2
Vigra;SN60990;07.10.2016;16,5;2,4;-
Vigra;SN60990;08.10.2016;14,5;3,4;8,1
Vigra;SN60990;09.10.2016;12,7;2;7,3
Vigra;SN60990;10.10.2016;12,5;2,7;7,4
Vigra;SN60990;11.10.2016;11,6;1,2;7,3
Vigra;SN60990;12.10.2016;10,9;0,6;5,6
Vigra;SN60990;13.10.2016;11,8;1,9;6,1
Vigra;SN60990;14.10.2016;10,6;-0,3;5
Vigra;SN60990;15.10.2016;15,2;0,5;10,7
Vigra;SN60990;16.10.2016;13,1;7,8;11
Vigra;SN60990;17.10.2016;14;7;11,4
Vigra;SN60990;18.10.2016;15,7;9,3;12,4
Vigra;SN60990;19.10.2016;14,4;6,5;9,4
Vigra;SN60990;20.10.2016;11,3;2,6;6,6
Vigra;SN60990;21.10.2016;12,1;3;8,6
Vigra;SN60990;22.10.2016;10,7;5,1;7,1
Vigra;SN60990;23.10.2016;8,6;1,1;4,9
Vigra;SN60990;24.10.2016;11,7;0,7;7,8
Vigra;SN60990;25.10.2016;10;4,3;8,5
Vigra;SN60990;26.10.2016;12,5;9,3;10,6
Vigra;SN60990;27.10.2016;11,8;8,7;10
Vigra;SN60990;28.10.2016;10,2;5,5;7,7
Vigra;SN60990;29.10.2016;8,6;5,6;7,9
Vigra;SN60990;30.10.2016;8,2;6;7,5
Vigra;SN60990;31.10.2016;11,7;7,3;8,9
Vigra;SN60990;01.11.2016;7,4;2,4;5,7
Vigra;SN60990;02.11.2016;7,8;1,4;4,6
Vigra;SN60990;03.11.2016;5,6;2,1;3,8
Vigra;SN60990;04.11.2016;5,1;2,1;3,1
Vigra;SN60990;05.11.2016;5,7;2;4
Vigra;SN60990;06.11.2016;5,4;-0,7;1,8
Vigra;SN60990;07.11.2016;1,3;-3,9;-0,8
Vigra;SN60990;08.11.2016;1,5;-2,9;-1
Vigra;SN60990;09.11.2016;1,8;-1,8;-0,3
Vigra;SN60990;10.11.2016;3,9;-1,4;1,5
Vigra;SN60990;11.11.2016;7,3;2;5,9
Vigra;SN60990;12.11.2016;9;5,5;7,7
Vigra;SN60990;13.11.2016;9,2;7;8,1
Vigra;SN60990;14.11.2016;11;7,2;9,6
Vigra;SN60990;15.11.2016;13,3;6,6;9,3
Vigra;SN60990;16.11.2016;10,6;4,4;6,9
Vigra;SN60990;17.11.2016;5,9;3,8;4,9
Vigra;SN60990;18.11.2016;5,9;1,3;4,3
Vigra;SN60990;19.11.2016;6,3;0,1;5,4
Vigra;SN60990;20.11.2016;7,2;1;4,6
Vigra;SN60990;21.11.2016;6,1;2,3;4
Vigra;SN60990;22.11.2016;5,1;-0,6;3,8
Vigra;SN60990;23.11.2016;5,3;2,6;4,2
Vigra;SN60990;24.11.2016;7,5;3,2;5,9
Vigra;SN60990;25.11.2016;10,6;7,2;9,4
Vigra;SN60990;26.11.2016;9,9;3,9;5,9
Vigra;SN60990;27.11.2016;6,9;1,4;3,4
Vigra;SN60990;28.11.2016;5,7;0;4,5
Vigra;SN60990;29.11.2016;7,4;3,9;5,8
Vigra;SN60990;30.11.2016;5,7;1,3;3,8
Vigra;SN60990;01.12.2016;6,9;1,8;4,3
Vigra;SN60990;02.12.2016;6,1;3,9;-
Vigra;SN60990;03.12.2016;6,8;3,2;6
Vigra;SN60990;04.12.2016;8,7;6,5;8,4
Vigra;SN60990;05.12.2016;8,7;3,1;5,6
Vigra;SN60990;06.12.2016;4,5;1,5;2,8
Vigra;SN60990;07.12.2016;11;1,1;7,9
Vigra;SN60990;08.12.2016;10,1;8,2;9,2
Vigra;SN60990;09.12.2016;9,8;7,6;8
Vigra;SN60990;10.12.2016;9,4;6,6;7,8
Vigra;SN60990;11.12.2016;8,1;2;3,7
Vigra;SN60990;12.12.2016;7,9;-0,1;4,1
Vigra;SN60990;13.12.2016;9,2;3,7;6
Vigra;SN60990;14.12.2016;5,4;-0,7;3
Vigra;SN60990;15.12.2016;10,4;0,3;9
Vigra;SN60990;16.12.2016;11,6;6,3;8,2
Vigra;SN60990;17.12.2016;10;5,8;7,5
Vigra;SN60990;18.12.2016;11,8;6,6;9,5
Vigra;SN60990;19.12.2016;13;8,8;10,3
Vigra;SN60990;20.12.2016;11,5;6,7;9,2
Vigra;SN60990;21.12.2016;10,7;3;6,8
Vigra;SN60990;22.12.2016;6,5;1,9;4,4
Vigra;SN60990;23.12.2016;7,8;1,8;5,5
Vigra;SN60990;24.12.2016;7,7;1,2;5,2
Vigra;SN60990;25.12.2016;10,7;4,5;6,7
Vigra;SN60990;26.12.2016;8,7;2;5,1
Vigra;SN60990;27.12.2016;7,3;2,8;4,6
Vigra;SN60990;28.12.2016;9,6;3,7;8,4
Vigra;SN60990;29.12.2016;10,4;7,9;9,1
Vigra;SN60990;30.12.2016;11,7;4;8,4
Vigra;SN60990;31.12.2016;7,6;3;5,3
Vigra;SN60990;01.01.2017;5,3;0,7;3,3
Vigra;SN60990;02.01.2017;3,1;-0,6;0,6
Vigra;SN60990;03.01.2017;6,4;0,5;3,8
Vigra;SN60990;04.01.2017;5,1;-1,8;0,4
Vigra;SN60990;05.01.2017;1,9;-5,8;-0,5
